origin,destination,endRange,startRange,totalPages,totalFlights,nb_of_pages_already_retrieved,completion,response,timestamp,message,aircraftRegistration,aircraftType,arrivalCity,carrierCode,consumerHost,departureCity,flightNumber,movementType,operatingAirlineCode,operationalSuffix,serviceType,timeOriginType,timeType,call_parameters
,MRS,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,28.0,1.0,100.0,<Response [200]>,2025-11-12T10:16:57.616241,,,,,,,,,,,,,,,destination=MRS&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,MUC,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,23.0,1.0,100.0,<Response [200]>,2025-11-12T10:16:59.957707,,,,,,,,,,,,,,,destination=MUC&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,NCE,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,42.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:02.270059,,,,,,,,,,,,,,,destination=NCE&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,OPO,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,15.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:04.576310,,,,,,,,,,,,,,,destination=OPO&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,ORY,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,3.0,243.0,3.0,100.0,<Response [200]>,2025-11-12T10:17:11.699676,,,,,,,,,,,,,,,destination=ORY&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,OSL,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,50.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:13.940665,,,,,,,,,,,,,,,destination=OSL&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,OTP,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,22.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:16.242909,,,,,,,,,,,,,,,destination=OTP&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,PMI,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,12.0,1.0,100.0,<Response [200]>,2025-11-12T10:19:01.987232,,,,,,,,,,,,,,,destination=PMI&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,TLS,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,34.0,1.0,100.0,<Response [200]>,2025-11-12T10:19:04.204036,,,,,,,,,,,,,,,destination=TLS&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,TRD,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,22.0,1.0,100.0,<Response [200]>,2025-11-12T10:19:06.573268,,,,,,,,,,,,,,,destination=TRD&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
AGP,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,13.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:18.514084,,,,,,,,,,,,,,,origin=AGP&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
AMS,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,7.0,610.0,7.0,100.0,<Response [200]>,2025-11-12T10:17:35.313810,,,,,,,,,,,,,,,origin=AMS&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
ARN,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,75.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:37.587440,,,,,,,,,,,,,,,origin=ARN&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
ATH,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,15.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:39.937516,,,,,,,,,,,,,,,origin=ATH&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
BCN,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,40.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:42.232135,,,,,,,,,,,,,,,origin=BCN&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
BER,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,19.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:44.539418,,,,,,,,,,,,,,,origin=BER&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
BGO,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,39.0,1.0,100.0,<Response [200]>,2025-11-12T10:17:46.794118,,,,,,,,,,,,,,,origin=BGO&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
CDG,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,7.0,620.0,7.0,100.0,<Response [200]>,2025-11-12T10:18:03.923637,,,,,,,,,,,,,,,origin=CDG&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
CPH,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,59.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:06.309076,,,,,,,,,,,,,,,origin=CPH&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
DUB,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,21.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:08.676403,,,,,,,,,,,,,,,origin=DUB&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
FCO,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,2.0,111.0,2.0,100.0,<Response [200]>,2025-11-12T10:18:13.439516,,,,,,,,,,,,,,,origin=FCO&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
FRA,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,28.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:15.577430,,,,,,,,,,,,,,,origin=FRA&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
HEL,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,30.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:17.876300,,,,,,,,,,,,,,,origin=HEL&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
LHR,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,62.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:20.224636,,,,,,,,,,,,,,,origin=LHR&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
LIN,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,65.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:22.565816,,,,,,,,,,,,,,,origin=LIN&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
LIS,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,27.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:24.922855,,,,,,,,,,,,,,,origin=LIS&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
LYS,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,47.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:27.237064,,,,,,,,,,,,,,,origin=LYS&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
MAD,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,62.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:29.545217,,,,,,,,,,,,,,,origin=MAD&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
MAN,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,20.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:31.945675,,,,,,,,,,,,,,,origin=MAN&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
MRS,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,27.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:34.248596,,,,,,,,,,,,,,,origin=MRS&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
MUC,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,24.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:36.535887,,,,,,,,,,,,,,,origin=MUC&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
NCE,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,41.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:38.823083,,,,,,,,,,,,,,,origin=NCE&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
OPO,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,15.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:41.131676,,,,,,,,,,,,,,,origin=OPO&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
ORY,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,3.0,241.0,3.0,100.0,<Response [200]>,2025-11-12T10:18:48.322369,,,,,,,,,,,,,,,origin=ORY&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
OSL,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,49.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:50.632610,,,,,,,,,,,,,,,origin=OSL&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
OTP,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,23.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:52.914534,,,,,,,,,,,,,,,origin=OTP&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
PMI,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,11.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:55.188094,,,,,,,,,,,,,,,origin=PMI&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
TLS,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,33.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:57.445027,,,,,,,,,,,,,,,origin=TLS&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
TRD,,2025-11-11T23:59:59Z,2025-11-11T00:00:00Z,1.0,18.0,1.0,100.0,<Response [200]>,2025-11-12T10:18:59.726396,,,,,,,,,,,,,,,origin=TRD&endRange=2025-11-11T23:59:59Z&startRange=2025-11-11T00:00:00Z
,AGP,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,14.0,1.0,100.0,<Response [200]>,2025-11-13T09:28:11.733293,,,,,,,,,,,,,,,destination=AGP&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,AMS,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,7.0,616.0,7.0,100.0,<Response [200]>,2025-11-13T09:28:29.885071,,,,,,,,,,,,,,,destination=AMS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,ARN,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,76.0,1.0,100.0,<Response [200]>,2025-11-13T09:28:32.534287,,,,,,,,,,,,,,,destination=ARN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,ATH,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,16.0,1.0,100.0,<Response [200]>,2025-11-13T09:28:35.385516,,,,,,,,,,,,,,,destination=ATH&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,BCN,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,41.0,1.0,100.0,<Response [200]>,2025-11-13T09:28:37.964527,,,,,,,,,,,,,,,destination=BCN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,BER,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,17.0,1.0,100.0,<Response [200]>,2025-11-13T09:28:40.744375,,,,,,,,,,,,,,,destination=BER&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,BGO,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,36.0,1.0,100.0,<Response [200]>,2025-11-13T09:28:51.220611,,,,,,,,,,,,,,,destination=BGO&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,CDG,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,7.0,619.0,7.0,100.0,<Response [200]>,2025-11-13T09:29:09.662223,,,,,,,,,,,,,,,destination=CDG&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,CPH,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,60.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:12.390720,,,,,,,,,,,,,,,destination=CPH&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,DUB,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,24.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:15.202445,,,,,,,,,,,,,,,destination=DUB&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,FCO,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,2.0,117.0,2.0,100.0,<Response [200]>,2025-11-13T09:29:20.790974,,,,,,,,,,,,,,,destination=FCO&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,FRA,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,31.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:23.365609,,,,,,,,,,,,,,,destination=FRA&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,HEL,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,35.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:26.115184,,,,,,,,,,,,,,,destination=HEL&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,LHR,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,67.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:28.871380,,,,,,,,,,,,,,,destination=LHR&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,LIN,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,70.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:31.724242,,,,,,,,,,,,,,,destination=LIN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,LIS,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,25.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:34.394623,,,,,,,,,,,,,,,destination=LIS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,LYS,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,48.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:37.044731,,,,,,,,,,,,,,,destination=LYS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,MAD,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,63.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:39.875060,,,,,,,,,,,,,,,destination=MAD&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,MAN,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,21.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:42.745776,,,,,,,,,,,,,,,destination=MAN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,MRS,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,27.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:45.363860,,,,,,,,,,,,,,,destination=MRS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,MUC,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,24.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:51.635001,,,,,,,,,,,,,,,destination=MUC&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,NCE,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,39.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:54.378746,,,,,,,,,,,,,,,destination=NCE&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,OPO,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,14.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:57.199959,,,,,,,,,,,,,,,destination=OPO&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,ORY,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,3.0,255.0,3.0,100.0,<Response [200]>,2025-11-13T09:32:05.544671,,,,,,,,,,,,,,,destination=ORY&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,OSL,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,55.0,1.0,100.0,<Response [200]>,2025-11-13T09:32:08.259798,,,,,,,,,,,,,,,destination=OSL&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,OTP,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,25.0,1.0,100.0,<Response [200]>,2025-11-13T09:32:11.025393,,,,,,,,,,,,,,,destination=OTP&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,PMI,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,10.0,1.0,100.0,<Response [200]>,2025-11-13T09:32:13.932207,,,,,,,,,,,,,,,destination=PMI&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,TLS,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,36.0,1.0,100.0,<Response [200]>,2025-11-13T09:32:16.582175,,,,,,,,,,,,,,,destination=TLS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,TRD,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,23.0,1.0,100.0,<Response [200]>,2025-11-13T09:32:19.365270,,,,,,,,,,,,,,,destination=TRD&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
AGP,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,14.0,1.0,100.0,<Response [200]>,2025-11-13T09:29:48.154976,,,,,,,,,,,,,,,origin=AGP&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
AMS,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,7.0,615.0,7.0,100.0,<Response [200]>,2025-11-13T09:30:08.035632,,,,,,,,,,,,,,,origin=AMS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
ARN,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,79.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:10.758850,,,,,,,,,,,,,,,origin=ARN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
ATH,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,17.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:13.621372,,,,,,,,,,,,,,,origin=ATH&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
BCN,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,42.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:16.269690,,,,,,,,,,,,,,,origin=BCN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
BER,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,17.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:19.037524,,,,,,,,,,,,,,,origin=BER&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
BGO,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,36.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:21.769112,,,,,,,,,,,,,,,origin=BGO&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
CDG,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,7.0,623.0,7.0,100.0,<Response [200]>,2025-11-13T09:30:42.315085,,,,,,,,,,,,,,,origin=CDG&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
CPH,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,61.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:45.114744,,,,,,,,,,,,,,,origin=CPH&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
DUB,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,24.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:47.946909,,,,,,,,,,,,,,,origin=DUB&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
FCO,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,2.0,119.0,2.0,100.0,<Response [200]>,2025-11-13T09:30:53.485138,,,,,,,,,,,,,,,origin=FCO&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
FRA,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,27.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:56.153245,,,,,,,,,,,,,,,origin=FRA&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
HEL,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,30.0,1.0,100.0,<Response [200]>,2025-11-13T09:30:58.897021,,,,,,,,,,,,,,,origin=HEL&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
LHR,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,64.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:01.717482,,,,,,,,,,,,,,,origin=LHR&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
LIN,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,66.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:04.575218,,,,,,,,,,,,,,,origin=LIN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
LIS,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,25.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:07.269641,,,,,,,,,,,,,,,origin=LIS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
LYS,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,54.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:09.935017,,,,,,,,,,,,,,,origin=LYS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
MAD,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,67.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:12.775576,,,,,,,,,,,,,,,origin=MAD&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
MAN,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,21.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:15.570684,,,,,,,,,,,,,,,origin=MAN&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
MRS,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,26.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:18.236285,,,,,,,,,,,,,,,origin=MRS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
MUC,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,24.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:20.996426,,,,,,,,,,,,,,,origin=MUC&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
NCE,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,41.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:23.791961,,,,,,,,,,,,,,,origin=NCE&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
OPO,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,14.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:26.574573,,,,,,,,,,,,,,,origin=OPO&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
ORY,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,3.0,258.0,3.0,100.0,<Response [200]>,2025-11-13T09:31:35.045101,,,,,,,,,,,,,,,origin=ORY&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
OSL,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,57.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:37.750281,,,,,,,,,,,,,,,origin=OSL&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
OTP,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,29.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:40.611006,,,,,,,,,,,,,,,origin=OTP&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
PMI,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,9.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:43.360873,,,,,,,,,,,,,,,origin=PMI&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
TLS,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,36.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:46.053476,,,,,,,,,,,,,,,origin=TLS&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
TRD,,2025-11-12T23:59:59Z,2025-11-12T00:00:00Z,1.0,18.0,1.0,100.0,<Response [200]>,2025-11-13T09:31:48.872338,,,,,,,,,,,,,,,origin=TRD&endRange=2025-11-12T23:59:59Z&startRange=2025-11-12T00:00:00Z
,AGP,2025-11-13T23:59:59Z,2025-11-13T00:00:00Z,1.0,13.0,1.0,100.0,<Response [200]>,2025-11-14T11:24:22.273867,,,,,,,,,,,,,,,destination=AGP&endRange=2025-11-13T23:59:59Z&startRange=2025-11-13T00:00:00Z
,AMS,2025-11-13T23:59:59Z,2025-11-13T00:00:00Z,7.0,643.0,7.0,100.0,<Response [200]>,2025-11-14T11:24:37.042735,,,,,,,,,,,,,,,destination=AMS&endRange=2025-11-13T23:59:59Z&startRange=2025-11-13T00:00:00Z
,ARN,2025-11-13T23:59:59Z,2025-11-13T00:00:00Z,1.0,77.0,1.0,100.0,<Response [200]>,2025-11-14T11:24:39.339067,,,,,,,,,,,,,,,destination=ARN&endRange=2025-11-13T23:59:59Z&startRange=2025-11-13T00:00:00Z
,ATH,2025-11-13T23:59:59Z,2025-11-13T00:00:00Z,1.0,13.0,1.0,100.0,<Response [200]>,2025-11-14T11:24:41.616379,,,,,,,,,,,,,,,destination=ATH&endRange=2025-11-13T23:59:59Z&startRange=2025-11-13T00:00:00Z
,BCN,2025-11-13T23:59:59Z,2025-11-13T00:00:00Z,1.0,42.0,1.0,100.0,<Response [200]>,2025-11-14T11:24:43.819821,,,,,,,,,,,,,,,destination=BCN&endRange=2025-11-13T23:59:59Z&startRange=2025-11-13T00:00:00Z
,BER,2025-11-13T23:59:59Z,2025-11-13T00:00:00Z,1.0,18.0,1.0,100.0,<Response [200]>,2025-11-14T11:24:46.113979,,,,,,,,,,,,,,,destination=BER&endRange=2025-11-13T23:59:59Z&startRange=2025-11-13T00:00:00Z
